fold,fp32_acc,int8_acc
1,0.5138888888888888,0.5277777777777778
2,0.5590277777777778,0.5590277777777778
3,0.5520833333333334,0.5659722222222222
4,0.5625,0.5451388888888888
5,0.5416666666666666,0.5347222222222222
6,0.4340277777777778,0.4166666666666667
7,0.5451388888888888,0.5555555555555556
8,0.3784722222222222,0.375
9,0.5277777777777778,0.53125
10,0.5555555555555556,0.5416666666666666
