fold,fp32_acc,int8_acc
1,0.8194444444444444,0.8333333333333334
2,0.8576388888888888,0.8611111111111112
3,0.875,0.8784722222222222
4,0.7708333333333334,0.7604166666666666
5,0.8680555555555556,0.8715277777777778
6,0.8645833333333334,0.8784722222222222
7,0.8541666666666666,0.8576388888888888
8,0.8715277777777778,0.8784722222222222
9,0.8506944444444444,0.875
10,0.8506944444444444,0.8541666666666666
