fold,fp32_acc,int8_acc
1,0.4895833333333333,0.4861111111111111
2,0.4131944444444444,0.4236111111111111
3,0.5069444444444444,0.4826388888888889
4,0.3541666666666667,0.3472222222222222
5,0.4618055555555556,0.4895833333333333
6,0.4166666666666667,0.4201388888888889
7,0.4201388888888889,0.4270833333333333
8,0.4479166666666667,0.4409722222222222
9,0.4548611111111111,0.4618055555555556
10,0.4722222222222222,0.5
