fold,fp32_acc,int8_acc
1,0.7222222222222222,0.7048611111111112
2,0.7361111111111112,0.7395833333333334
3,0.7291666666666666,0.7048611111111112
4,0.7291666666666666,0.7222222222222222
5,0.7361111111111112,0.7048611111111112
6,0.7083333333333334,0.6909722222222222
7,0.7430555555555556,0.7361111111111112
8,0.7222222222222222,0.7013888888888888
9,0.6840277777777778,0.6666666666666666
10,0.7326388888888888,0.7222222222222222
