fold,fp32_acc,int8_acc
1,0.7777777777777778,0.7743055555555556
2,0.7847222222222222,0.7916666666666666
3,0.8229166666666666,0.8159722222222222
4,0.7743055555555556,0.7986111111111112
5,0.8020833333333334,0.8055555555555556
6,0.8020833333333334,0.7986111111111112
7,0.7951388888888888,0.78125
8,0.8090277777777778,0.8055555555555556
9,0.7951388888888888,0.78125
10,0.7951388888888888,0.8020833333333334
