fold,fp32_acc,int8_acc
1,0.7291666666666666,0.7361111111111112
2,0.7986111111111112,0.7847222222222222
3,0.7777777777777778,0.7743055555555556
4,0.78125,0.7638888888888888
5,0.7986111111111112,0.7708333333333334
6,0.71875,0.71875
7,0.7777777777777778,0.7638888888888888
8,0.75,0.7256944444444444
9,0.7604166666666666,0.7395833333333334
10,0.7638888888888888,0.7604166666666666
