fold,fp32_acc,int8_acc
1,0.5729166666666666,0.5625
2,0.4652777777777778,0.4513888888888889
3,0.6006944444444444,0.5694444444444444
4,0.5520833333333334,0.5486111111111112
5,0.5173611111111112,0.5069444444444444
6,0.5208333333333334,0.5069444444444444
7,0.5347222222222222,0.5451388888888888
8,0.5729166666666666,0.5659722222222222
9,0.5034722222222222,0.4895833333333333
10,0.5868055555555556,0.5798611111111112
