fold,fp32_acc,int8_acc
1,0.6909722222222222,0.6770833333333334
2,0.78125,0.7951388888888888
3,0.7430555555555556,0.7430555555555556
4,0.8090277777777778,0.8125
5,0.6423611111111112,0.6388888888888888
6,0.6076388888888888,0.5868055555555556
7,0.7534722222222222,0.7604166666666666
8,0.7847222222222222,0.78125
9,0.7743055555555556,0.7777777777777778
10,0.7881944444444444,0.7916666666666666
